0.41778,0.89226,5.275,0.43954,0.84833,9.2084,0.46252,0.87134,12.706,0.4468,0.87971,17.477,0.42382,0.88808,20.928,0.39359,0.80649,24.331,0.42261,0.79393,27.547,0.40085,0.77092,30.691,0.38392,0.72908,33.724,0.48186,0.78975,37.125,0.41173,0.80649,40.365,0.32709,0.64331,43.47
0.42866,0.89644,5.2913,0.46131,0.86297,9.2258,0.47098,0.87552,12.72,0.45889,0.88808,17.493,0.44317,0.89644,20.945,0.40326,0.81485,24.344,0.44559,0.81904,27.562,0.41415,0.80439,30.709,0.40085,0.74791,33.74,0.48912,0.79812,37.133,0.43349,0.83577,40.38,0.34281,0.6705,43.485
0.43349,0.89854,5.3091,0.46977,0.86925,9.2413,0.49033,0.88598,12.737,0.46493,0.89017,17.504,0.45526,0.90063,20.962,0.41052,0.82531,24.354,0.45768,0.83368,27.577,0.42987,0.83577,30.726,0.41052,0.75628,33.754,0.49637,0.80858,37.144,0.44921,0.85042,40.395,0.35248,0.68515,43.499
0.44317,0.90063,5.3167,0.47944,0.87343,9.2514,0.49879,0.89017,12.749,0.47098,0.89435,17.511,0.47703,0.90481,20.972,0.41898,0.83368,24.362,0.46856,0.84623,27.585,0.44075,0.85042,30.741,0.4214,0.76674,33.763,0.50242,0.81904,37.153,0.46372,0.86297,40.403,0.36094,0.69979,43.506
0.45163,0.90063,5.3244,0.48791,0.87552,9.259,0.51209,0.89226,12.756,0.47823,0.89644,17.523,0.48549,0.9069,20.985,0.42745,0.83996,24.371,0.48065,0.85669,27.591,0.46614,0.87134,30.758,0.43229,0.7772,33.769,0.51572,0.8295,37.163,0.47823,0.87343,40.41,0.37183,0.71234,43.512
0.4601,0.90063,5.3312,0.49516,0.87762,9.2661,0.52418,0.89435,12.763,0.48428,0.89854,17.533,0.49395,0.90481,20.997,0.43833,0.84833,24.38,0.49033,0.86506,27.603,0.49154,0.89017,30.776,0.44921,0.78556,33.78,0.52539,0.83787,37.174,0.48912,0.88389,40.422,0.38271,0.7249,43.524
0.46735,0.90063,5.3383,0.50726,0.87971,9.2774,0.53748,0.89226,12.773,0.49033,0.89854,17.543,0.50846,0.90481,21.002,0.45163,0.8546,24.391,0.49879,0.86925,27.613,0.50121,0.89435,30.792,0.46493,0.79603,33.789,0.53386,0.84833,37.185,0.49879,0.89226,40.433,0.39238,0.73536,43.534
0.47703,0.90063,5.3496,0.51814,0.87971,9.2881,0.552,0.88808,12.783,0.49637,0.90063,17.552,0.51814,0.90272,21.014,0.46372,0.86088,24.4,0.51209,0.87343,27.623,0.53023,0.90063,30.808,0.47823,0.80649,33.799,0.54474,0.8546,37.196,0.5133,0.89644,40.438,0.40085,0.74582,43.543
0.48549,0.89854,5.3598,0.52781,0.87762,9.2932,0.5653,0.8818,12.793,0.50363,0.90063,17.562,0.52902,0.89854,21.025,0.47703,0.86506,24.409,0.52297,0.87552,27.633,0.54716,0.90063,30.82,0.49033,0.81276,33.81,0.55562,0.86088,37.208,0.52539,0.90063,40.448,0.41173,0.75418,43.554
0.49395,0.89644,5.37,0.54353,0.87552,9.3057,0.58343,0.87343,12.803,0.5133,0.90063,17.572,0.54474,0.89017,21.035,0.48549,0.86925,24.418,0.53265,0.87762,27.642,0.56046,0.89854,30.831,0.50363,0.81904,33.819,0.5653,0.86506,37.219,0.5399,0.90063,40.458,0.42382,0.76464,43.563
0.50484,0.89226,5.3795,0.55562,0.86925,9.3158,0.59794,0.86297,12.813,0.52177,0.90063,17.583,0.55804,0.87971,21.045,0.49516,0.87134,24.432,0.54595,0.87552,27.653,0.58102,0.89017,30.839,0.51814,0.82531,33.83,0.57497,0.86715,37.229,0.55562,0.90063,40.468,0.43591,0.77301,43.574
0.51693,0.88598,5.3897,0.56771,0.86088,9.3255,0.61245,0.85042,12.823,0.53023,0.90063,17.593,0.57013,0.86715,21.056,0.50846,0.87134,24.441,0.56046,0.87343,27.663,0.59674,0.88389,30.849,0.53144,0.82741,33.839,0.58706,0.86715,37.24,0.57255,0.89435,40.478,0.45405,0.78138,43.584
0.5266,0.87971,5.3992,0.58343,0.85251,9.3359,0.62817,0.83159,12.834,0.54353,0.89854,17.603,0.58585,0.85042,21.065,0.52177,0.87134,24.451,0.5786,0.86715,27.673,0.61125,0.87134,30.856,0.54716,0.82741,33.851,0.59915,0.86297,37.249,0.5919,0.88389,40.488,0.46856,0.78975,43.593
0.53507,0.86925,5.41,0.59553,0.83787,9.3459,0.64027,0.81067,12.844,0.55441,0.89435,17.613,0.59794,0.83159,21.075,0.53386,0.86925,24.46,0.59311,0.86088,27.684,0.62696,0.85879,30.864,0.56288,0.82531,33.86,0.61366,0.85879,37.259,0.60883,0.87134,40.498,0.48307,0.79603,43.604
0.54474,0.85879,5.4203,0.60641,0.82531,9.3561,0.65599,0.79184,12.855,0.5653,0.88808,17.624,0.60762,0.81276,21.085,0.55079,0.86506,24.47,0.6052,0.85042,27.693,0.63906,0.83996,30.875,0.58102,0.82322,33.87,0.62696,0.85251,37.269,0.62455,0.85669,40.509,0.49516,0.8023,43.613
0.55683,0.84414,5.4311,0.61971,0.80858,9.3665,0.66687,0.77092,12.866,0.57981,0.8818,17.633,0.62092,0.79184,21.096,0.5653,0.85669,24.479,0.62334,0.83787,27.704,0.65599,0.82322,30.885,0.59674,0.81695,33.88,0.63785,0.84414,37.279,0.63664,0.83577,40.519,0.52297,0.81067,43.636
0.56651,0.8295,5.4419,0.63664,0.77301,9.3854,0.67533,0.74791,12.871,0.5919,0.87343,17.644,0.63059,0.77301,21.106,0.58343,0.84833,24.49,0.63664,0.82113,27.715,0.66687,0.8023,30.896,0.61487,0.80858,33.891,0.65236,0.8295,37.291,0.64994,0.81067,40.529,0.53386,0.81276,43.647
0.57497,0.81485,5.4524,0.64389,0.75209,9.3951,0.68622,0.7228,12.883,0.60157,0.86506,17.655,0.63664,0.75209,21.117,0.59794,0.83577,24.501,0.65115,0.8023,27.72,0.67775,0.77929,30.906,0.63059,0.79603,33.901,0.66324,0.81276,37.301,0.66324,0.77929,40.54,0.54837,0.81276,43.652
0.58827,0.79603,5.4621,0.65236,0.73117,9.4052,0.69589,0.6977,12.893,0.61366,0.8546,17.66,0.64268,0.73117,21.122,0.60883,0.82113,24.51,0.66445,0.78138,27.731,0.68863,0.75209,30.917,0.64631,0.78347,33.911,0.67291,0.79393,37.311,0.67291,0.74582,40.55,0.56046,0.81276,43.663
0.59794,0.77929,5.4727,0.66082,0.70816,9.4158,0.70193,0.67259,12.903,0.62696,0.83996,17.671,0.64752,0.70816,21.133,0.62455,0.80439,24.521,0.67412,0.75628,27.741,0.69952,0.7249,30.928,0.66082,0.76674,33.921,0.68501,0.76883,37.321,0.6838,0.70816,40.56,0.57376,0.81067,43.674
