0.45405,0.87971,1.5527,0.48186,0.82741,4.5179,0.45526,0.86506,6.9822,0.47582,0.81695,9.2805,0.48065,0.79184,11.528,0.4734,0.82113,13.63,0.46493,0.81904,15.723,0.44559,0.87552,17.737,0.40689,0.91318,19.818,0.46252,0.86715,21.927,0.4468,0.85042,23.924,0.43229,0.86088,26.02,0.44317,0.85669,28.106
0.45405,0.84623,1.5792,0.48186,0.79184,4.5342,0.45889,0.82531,6.9986,0.47582,0.79812,9.2893,0.47944,0.75628,11.544,0.47582,0.78766,13.645,0.46614,0.77092,15.74,0.45042,0.83159,17.759,0.4081,0.87552,19.836,0.46131,0.84833,21.937,0.45163,0.79812,23.938,0.43349,0.82741,26.035,0.44196,0.79184,28.122
0.45042,0.82322,1.5896,0.48186,0.76883,4.5483,0.46131,0.80021,7.0141,0.47582,0.7772,9.2991,0.47944,0.73745,11.562,0.47582,0.76674,13.66,0.46614,0.74791,15.758,0.45647,0.78138,17.773,0.41052,0.8546,19.852,0.46131,0.82741,21.948,0.45526,0.76674,23.948,0.43349,0.80649,26.054,0.44196,0.75418,28.132
0.44559,0.77301,1.5979,0.48065,0.74372,4.5565,0.46131,0.7772,7.0222,0.47582,0.75628,9.3077,0.47823,0.69979,11.58,0.47582,0.74372,13.67,0.46735,0.7228,15.766,0.45889,0.75209,17.781,0.41173,0.83577,19.86,0.46131,0.80858,21.958,0.45768,0.73745,23.96,0.43349,0.77929,26.063,0.44196,0.71862,28.144
0.44317,0.75,1.6092,0.48065,0.71653,4.5634,0.46252,0.75209,7.0285,0.47582,0.73536,9.3241,0.47823,0.65167,11.596,0.47582,0.72071,13.677,0.46977,0.63703,15.79,0.4601,0.7228,17.792,0.41173,0.81695,19.866,0.46131,0.78975,21.968,0.45889,0.70607,23.969,0.43349,0.75209,26.073,0.44196,0.68515,28.156
0.44075,0.7249,1.6184,0.48065,0.69142,4.5751,0.46252,0.72908,7.0343,0.47461,0.71025,9.3331,0.47461,0.59728,11.612,0.47582,0.6977,13.685,0.46977,0.53661,15.824,0.46131,0.68933,17.803,0.41536,0.78975,19.872,0.46131,0.76883,21.979,0.4601,0.67259,23.98,0.43229,0.72071,26.081,0.44196,0.64331,28.165
0.43954,0.69979,1.6279,0.48065,0.66632,4.585,0.46252,0.70188,7.0456,0.4734,0.68515,9.3436,0.47461,0.57008,11.622,0.47582,0.67469,13.698,0.46856,0.50523,15.83,0.46252,0.65377,17.812,0.41536,0.76255,19.884,0.46131,0.74791,21.989,0.46131,0.63494,23.99,0.43108,0.68724,26.092,0.44317,0.60565,28.175
0.43833,0.67469,1.6372,0.47944,0.63912,4.5951,0.46252,0.67469,7.0556,0.4734,0.65586,9.3536,0.4734,0.54289,11.637,0.47461,0.64958,13.703,0.46735,0.46967,15.841,0.46372,0.6182,17.822,0.41536,0.73117,19.894,0.4601,0.7228,21.998,0.46131,0.5931,23.999,0.43108,0.65167,26.1,0.44196,0.57218,28.186
0.43712,0.6454,1.6472,0.47944,0.60983,4.6054,0.46131,0.64749,7.065,0.4734,0.62448,9.3642,0.4734,0.51778,11.644,0.4734,0.62238,13.714,0.46614,0.43619,15.847,0.46493,0.58264,17.832,0.41778,0.6977,19.904,0.4601,0.69561,22.008,0.46131,0.55335,24.01,0.42987,0.61611,26.109,0.44075,0.52406,28.2
0.43591,0.61611,1.6575,0.47944,0.58054,4.6153,0.46131,0.6182,7.0754,0.4734,0.5931,9.3745,0.4734,0.49059,11.653,0.47219,0.59519,13.723,0.46493,0.40481,15.858,0.46614,0.54707,17.842,0.41657,0.66004,19.914,0.45889,0.66213,22.017,0.46131,0.5136,24.02,0.42866,0.57845,26.116,0.44075,0.48431,28.21
