0.20133,0.84623,2.3839,0.24607,0.87134,5.0375,0.29202,0.89226,7.0096,0.2896,0.90272,9.5035,0.33192,0.90481,11.862,0.33313,0.9069,13.667,0.29807,0.89644,15.66,0.31258,0.89435,17.718,0.30411,0.87343,19.697,0.35973,0.9069,21.763,0.40326,0.94038,24.009,0.31137,0.86925,26.299,0.26904,0.89226,28.689,0.30411,0.86925,30.981,0.40206,0.89017,33.355
0.23761,0.85879,2.3993,0.26058,0.87971,5.0478,0.32467,0.89435,7.0276,0.30895,0.90272,9.5115,0.38029,0.909,11.877,0.37183,0.91109,13.684,0.33797,0.89854,15.68,0.33676,0.89435,17.725,0.31983,0.87343,19.707,0.38755,0.90481,21.771,0.44317,0.93828,24.026,0.35611,0.87762,26.315,0.28597,0.90481,28.7,0.3283,0.87971,30.994,0.42987,0.88808,33.36
0.28114,0.87134,2.4152,0.27872,0.88598,5.0579,0.34522,0.89435,7.0417,0.33192,0.90272,9.521,0.40568,0.91109,11.892,0.39117,0.91109,13.7,0.3948,0.89435,15.695,0.36336,0.89435,17.74,0.34401,0.87134,19.72,0.41536,0.89854,21.779,0.50726,0.92782,24.042,0.40689,0.87762,26.335,0.30895,0.91527,28.712,0.35248,0.89017,31.002,0.45889,0.88598,33.367
0.30774,0.87552,2.4287,0.29686,0.89017,5.067,0.37304,0.89017,7.0485,0.35248,0.90481,9.5321,0.42745,0.91109,11.902,0.41536,0.909,13.708,0.42745,0.88598,15.704,0.38755,0.89644,17.751,0.37304,0.86925,19.73,0.45405,0.89435,21.789,0.53265,0.92155,24.049,0.44196,0.87762,26.345,0.33313,0.92573,28.723,0.37908,0.89644,31.011,0.48428,0.8818,33.378
0.33797,0.87552,2.4373,0.31741,0.89435,5.0801,0.39359,0.88598,7.0557,0.37666,0.90481,9.5426,0.4601,0.91318,11.91,0.44921,0.9069,13.716,0.46856,0.87762,15.715,0.41415,0.89435,17.762,0.39601,0.86715,19.739,0.4867,0.88389,21.798,0.56288,0.91527,24.058,0.46856,0.87762,26.352,0.35852,0.9341,28.727,0.39964,0.90272,31.021,0.51209,0.87971,33.387
0.35973,0.87343,2.4454,0.34039,0.89644,5.0894,0.41778,0.8818,7.0616,0.3948,0.90481,9.5528,0.48428,0.91527,11.917,0.47944,0.90481,13.724,0.49758,0.87134,15.725,0.448,0.89226,17.772,0.42382,0.86088,19.746,0.51572,0.87762,21.808,0.59069,0.909,24.07,0.49154,0.87552,26.365,0.38755,0.94247,28.74,0.42503,0.909,31.036,0.53265,0.87762,33.398
0.38875,0.87134,2.4565,0.36457,0.89854,5.0996,0.4468,0.87552,7.0728,0.42019,0.90481,9.5626,0.50967,0.91527,11.925,0.50967,0.90063,13.732,0.52902,0.86297,15.735,0.47944,0.88808,17.781,0.45889,0.8546,19.757,0.53628,0.87343,21.817,0.61608,0.90481,24.075,0.51814,0.87343,26.377,0.41415,0.95084,28.75,0.45889,0.91736,31.045,0.55804,0.87343,33.407
0.41173,0.86925,2.4666,0.38755,0.89854,5.1093,0.46977,0.87134,7.082,0.44921,0.90481,9.5727,0.5266,0.91527,11.94,0.53144,0.89854,13.743,0.55804,0.85879,15.745,0.5,0.88598,17.789,0.48549,0.85251,19.768,0.56167,0.86715,21.828,0.63301,0.90063,24.086,0.53507,0.86925,26.382,0.44438,0.95502,28.761,0.48428,0.92364,31.055,0.58343,0.87134,33.417
0.43591,0.86715,2.4767,0.41173,0.89854,5.1186,0.49274,0.86715,7.0914,0.47582,0.90481,9.5825,0.54716,0.91527,11.951,0.55804,0.89226,13.753,0.58585,0.8546,15.755,0.52902,0.8818,17.799,0.51451,0.84833,19.778,0.58464,0.86506,21.837,0.64873,0.89435,24.096,0.55441,0.86506,26.395,0.46735,0.95921,28.771,0.50726,0.92782,31.065,0.60036,0.86715,33.427
0.45768,0.86715,2.4863,0.43833,0.89435,5.1288,0.51572,0.86297,7.1013,0.49516,0.90481,9.5927,0.56167,0.91318,11.955,0.58585,0.88598,13.762,0.60641,0.85251,15.765,0.55804,0.87762,17.808,0.53869,0.84414,19.788,0.59915,0.86088,21.847,0.66324,0.88808,24.107,0.57134,0.85879,26.406,0.48791,0.9613,28.781,0.5266,0.92992,31.076,0.61971,0.86506,33.438
0.47582,0.86715,2.4958,0.46372,0.89644,5.1385,0.53144,0.85879,7.1115,0.51935,0.90272,9.6025,0.57981,0.909,11.968,0.60399,0.8818,13.772,0.62455,0.85251,15.774,0.58706,0.87552,17.819,0.56167,0.84205,19.799,0.61125,0.85879,21.858,0.67291,0.8818,24.116,0.58102,0.85251,26.411,0.50967,0.9613,28.791,0.54716,0.93201,31.086,0.6318,0.86088,33.448
0.48912,0.86715,2.5052,0.48549,0.89435,5.1486,0.54958,0.85669,7.1216,0.54353,0.90272,9.6127,0.58948,0.9069,11.979,0.62455,0.87762,13.782,0.64027,0.85251,15.784,0.60399,0.87134,17.83,0.58585,0.83787,19.809,0.62092,0.85669,21.868,0.68138,0.87552,24.127,0.58948,0.84833,26.424,0.52539,0.9613,28.803,0.56046,0.93201,31.097,0.64389,0.85669,33.458
0.49879,0.86715,2.515,0.50363,0.89017,5.1588,0.56167,0.8546,7.1313,0.56046,0.90272,9.6244,0.59674,0.90481,11.99,0.63906,0.87552,13.792,0.65478,0.8546,15.794,0.62334,0.86925,17.839,0.60278,0.83368,19.819,0.62696,0.85669,21.877,0.68742,0.86925,24.138,0.59432,0.83996,26.435,0.54353,0.9613,28.809,0.57013,0.92992,31.106,0.65357,0.8546,33.468
0.51088,0.86715,2.5243,0.52177,0.88598,5.169,0.57134,0.85251,7.1412,0.57981,0.90063,9.6341,0.60157,0.90481,11.995,0.65599,0.87134,13.802,0.66566,0.85669,15.804,0.64148,0.86715,17.849,0.62334,0.8295,19.831,0.62938,0.85669,21.887,0.69347,0.86088,24.148,0.59674,0.83368,26.447,0.55441,0.95921,28.821,0.58222,0.92782,31.113,0.65961,0.8546,33.478
0.51935,0.86715,2.5347,0.53265,0.8818,5.1794,0.5786,0.85042,7.1513,0.5919,0.90063,9.6396,0.60399,0.90272,12.008,0.66687,0.87134,13.812,0.67291,0.85669,15.814,0.65599,0.86506,17.858,0.63664,0.82741,19.835,0.6318,0.8546,21.898,0.69589,0.8546,24.159,0.59915,0.82531,26.452,0.56288,0.95711,28.831,0.59069,0.92573,31.122,0.66324,0.85251,33.488
0.52297,0.86715,2.5451,0.5399,0.87971,5.1894,0.58464,0.85042,7.1615,0.60036,0.89854,9.6507,0.6052,0.90063,12.02,0.67412,0.86925,13.822,0.68017,0.86088,15.824,0.66566,0.86297,17.868,0.65115,0.82531,19.847,0.63301,0.8546,21.908,0.6971,0.84205,24.169,0.59915,0.81695,26.466,0.56892,0.95084,28.841,0.59553,0.92155,31.134,0.66445,0.85042,33.498
0.52539,0.86715,2.5554,0.54958,0.87762,5.1997,0.58827,0.85042,7.1715,0.60641,0.89854,9.6613,0.60641,0.89644,12.032,0.68017,0.86925,13.833,0.68622,0.86088,15.834,0.6717,0.86297,17.879,0.66082,0.82322,19.856,0.63422,0.85251,21.918,0.69589,0.82741,24.18,0.59553,0.8023,26.472,0.57255,0.94665,28.851,0.59915,0.91946,31.145,0.66566,0.84833,33.508
0.52781,0.86715,2.5662,0.55441,0.87552,5.2096,0.59069,0.84833,7.1817,0.61245,0.89644,9.6715,0.60641,0.89017,12.036,0.68501,0.86925,13.842,0.68863,0.86297,15.843,0.67775,0.86088,17.889,0.66687,0.82322,19.866,0.63543,0.85042,21.928,0.69105,0.8023,24.191,0.58585,0.7772,26.485,0.57618,0.94456,28.861,0.60036,0.91527,31.159,0.66445,0.83996,33.519
0.52902,0.86715,2.5765,0.55804,0.87343,5.2199,0.5919,0.84833,7.192,0.61608,0.89435,9.6815,0.60641,0.8818,12.049,0.68742,0.86925,13.853,0.69105,0.86506,15.853,0.68138,0.86088,17.9,0.6717,0.82322,19.877,0.63543,0.84623,21.938,0.6838,0.77092,24.195,0.57376,0.74791,26.497,0.57981,0.93828,28.871,0.60157,0.89226,31.173,0.65961,0.82322,33.528
0.53023,0.86506,2.5942,0.55925,0.87134,5.23,0.59311,0.84833,7.2018,0.6185,0.89226,9.6923,0.60399,0.86506,12.061,0.68863,0.86715,13.863,0.69347,0.86506,15.864,0.68259,0.86088,17.91,0.67412,0.82322,19.886,0.63422,0.83577,21.949,0.67533,0.73117,24.207,0.5532,0.70816,26.502,0.58222,0.9341,28.881,0.60036,0.87134,31.188,0.65236,0.79393,33.539
0.53023,0.86088,2.6045,0.56167,0.86925,5.2406,0.59432,0.84623,7.2124,0.61971,0.88808,9.7028,0.59674,0.83577,12.066,0.68984,0.86715,13.874,0.6838,0.83368,15.925,0.68501,0.86088,17.921,0.67533,0.82113,19.897,0.62696,0.81485,21.959,0.6584,0.68724,24.217,0.53748,0.66423,26.516,0.58222,0.92573,28.892,0.57739,0.78556,31.204,0.64268,0.75628,33.549
0.52539,0.84833,2.6146,0.56167,0.86506,5.2454,0.59432,0.84414,7.2233,0.62092,0.88389,9.7131,0.58464,0.8023,12.079,0.69105,0.86715,13.885,0.6705,0.80649,15.936,0.68501,0.85879,17.938,0.67654,0.82113,19.907,0.6185,0.78138,21.969,0.64631,0.63912,24.228,0.51572,0.62029,26.527,0.58102,0.91109,28.902,0.56288,0.74163,31.22,0.62938,0.70816,33.559
0.51935,0.82741,2.6247,0.56167,0.85669,5.2573,0.5919,0.83577,7.2335,0.62213,0.87552,9.7242,0.57376,0.76674,12.09,0.69105,0.86506,13.895,0.65357,0.77092,15.95,0.68501,0.85669,17.956,0.67775,0.82113,19.918,0.60762,0.74372,21.98,0.63664,0.5931,24.24,0.50121,0.57218,26.532,0.57618,0.88808,28.907,0.52902,0.6454,31.235,0.61608,0.65795,33.569
