0.31983,0.83787,2.0076,0.3549,0.8818,4.9235,0.38392,0.92992,7.7252,0.40568,0.84833,10.334,0.211,0.89644,13.21,0.62455,0.9069,15.857,0.38392,0.91318,18.594,0.37908,0.86506,21.099,0.39601,0.83996,23.727,0.44317,0.91109,26.547,0.3815,0.81904,29.192,0.42382,0.9069,31.825,0.35973,0.81695,34.412,0.38513,0.89854,37.018
0.33071,0.85669,2.0252,0.36094,0.89017,4.9413,0.39238,0.9341,7.7418,0.41536,0.86088,10.343,0.23398,0.89435,13.227,0.64994,0.91318,15.872,0.40206,0.91736,18.612,0.38755,0.87343,21.108,0.42019,0.85251,23.743,0.47582,0.91109,26.564,0.40085,0.84833,29.21,0.45768,0.92364,31.842,0.37424,0.82741,34.42,0.39722,0.9069,37.027
0.34643,0.87552,2.0361,0.38996,0.91318,4.9614,0.40931,0.93619,7.7581,0.42624,0.86925,10.353,0.24728,0.89435,13.242,0.66082,0.91527,15.887,0.42261,0.91946,18.628,0.39722,0.87971,21.12,0.43712,0.85879,23.757,0.50242,0.90481,26.584,0.41052,0.85879,29.226,0.47098,0.92782,31.86,0.38634,0.83368,34.429,0.41052,0.91318,37.037
0.3549,0.88389,2.0475,0.39843,0.91736,4.9764,0.42019,0.93619,7.7657,0.44317,0.87762,10.361,0.26058,0.89017,13.251,0.6705,0.91527,15.895,0.43833,0.91736,18.637,0.4081,0.88598,21.13,0.45405,0.86506,23.765,0.51814,0.89854,26.599,0.4214,0.86715,29.233,0.50363,0.93619,31.875,0.39601,0.83996,34.444,0.42624,0.91736,37.051
0.36215,0.89017,2.0576,0.4081,0.91946,4.986,0.4347,0.93201,7.7728,0.45647,0.8818,10.375,0.27267,0.88598,13.26,0.6838,0.91318,15.903,0.45284,0.91527,18.649,0.4214,0.89226,21.139,0.46856,0.86925,23.772,0.53144,0.89017,26.609,0.43229,0.87552,29.24,0.52056,0.93619,31.886,0.40689,0.84414,34.451,0.4468,0.92155,37.057
0.37304,0.89854,2.0678,0.41778,0.92155,4.9936,0.45042,0.92364,7.7846,0.46856,0.88598,10.385,0.28476,0.87552,13.266,0.69589,0.91109,15.914,0.46735,0.909,18.66,0.43712,0.89644,21.146,0.48307,0.87134,23.783,0.54474,0.87971,26.616,0.45163,0.88598,29.246,0.53748,0.93619,31.896,0.41898,0.84833,34.464,0.46493,0.92364,37.069
0.38392,0.90481,2.0776,0.42745,0.91946,5.0013,0.46493,0.91318,7.7893,0.48065,0.88598,10.396,0.29565,0.86506,13.278,0.70556,0.90481,15.925,0.48065,0.90063,18.669,0.45405,0.89854,21.158,0.49516,0.87134,23.792,0.55804,0.86715,26.623,0.46614,0.89017,29.257,0.57376,0.93201,31.91,0.43591,0.85251,34.47,0.48186,0.92364,37.079
0.39238,0.91109,2.0879,0.44438,0.91527,5.0078,0.47461,0.89854,7.8007,0.49154,0.88598,10.401,0.30774,0.85042,13.282,0.71644,0.89435,15.936,0.49154,0.89017,18.679,0.46735,0.90063,21.167,0.5133,0.86715,23.802,0.56892,0.8546,26.63,0.48065,0.89017,29.266,0.5919,0.92364,31.92,0.45405,0.85879,34.483,0.49637,0.92155,37.089
0.40206,0.91527,2.0981,0.45889,0.909,5.0193,0.4867,0.88389,7.8101,0.50846,0.88389,10.413,0.31741,0.83577,13.293,0.72854,0.88389,15.94,0.5,0.87971,18.688,0.47944,0.90063,21.177,0.52902,0.85879,23.811,0.57981,0.83577,26.641,0.49274,0.88808,29.276,0.61004,0.91318,31.932,0.46856,0.86297,34.493,0.51572,0.91946,37.099
0.41052,0.91527,2.109,0.47098,0.90063,5.0286,0.49758,0.86715,7.821,0.52177,0.87762,10.422,0.32467,0.82113,13.303,0.737,0.86925,15.951,0.50967,0.86715,18.698,0.49154,0.89854,21.187,0.54837,0.84623,23.821,0.59069,0.81485,26.652,0.50967,0.8818,29.285,0.62576,0.90272,31.943,0.48307,0.86506,34.503,0.53265,0.91109,37.109
0.4214,0.91736,2.1202,0.48428,0.89017,5.039,0.50484,0.84833,7.8318,0.53386,0.86925,10.432,0.33071,0.80439,13.313,0.74305,0.8546,15.961,0.51935,0.85251,18.708,0.50484,0.89435,21.196,0.56167,0.83159,23.831,0.59674,0.79603,26.662,0.52418,0.87343,29.296,0.63785,0.89017,31.955,0.49516,0.86297,34.513,0.5532,0.90063,37.119
0.42987,0.91527,2.1248,0.49395,0.87762,5.0488,0.51572,0.82741,7.8416,0.55079,0.85669,10.442,0.33555,0.78556,13.323,0.74909,0.83787,15.972,0.5266,0.83577,18.718,0.51935,0.88598,21.206,0.57255,0.81485,23.841,0.60036,0.7772,26.672,0.53628,0.86088,29.305,0.64994,0.87552,31.965,0.51209,0.86088,34.523,0.56892,0.88808,37.128
0.44438,0.91109,2.1373,0.50242,0.86297,5.0587,0.52297,0.80649,7.8518,0.56167,0.83996,10.452,0.34039,0.76255,13.333,0.75514,0.81695,15.982,0.53144,0.82113,18.727,0.53144,0.87552,21.216,0.58585,0.79603,23.851,0.60157,0.75628,26.683,0.552,0.84833,29.316,0.66203,0.85669,31.976,0.54353,0.84205,34.543,0.58585,0.87134,37.138
0.45768,0.9069,2.1479,0.51209,0.84414,5.0694,0.52781,0.78766,7.8619,0.57134,0.82531,10.464,0.34401,0.73954,13.343,0.75635,0.79603,15.992,0.53628,0.8023,18.738,0.5399,0.86297,21.226,0.59553,0.77929,23.861,0.60278,0.73536,26.693,0.56167,0.8295,29.326,0.6705,0.83996,31.985,0.57981,0.79603,34.571,0.59915,0.8546,37.148
0.46856,0.90063,2.1583,0.52297,0.82741,5.0797,0.53023,0.76674,7.8713,0.58102,0.80649,10.48,0.34764,0.71862,13.353,0.75998,0.77301,16.002,0.53869,0.78138,18.748,0.5532,0.84833,21.236,0.60278,0.76046,23.872,0.60157,0.71444,26.703,0.57013,0.81276,29.335,0.67654,0.82113,31.994,0.59069,0.7751,34.582,0.60762,0.83368,37.159
0.47944,0.89017,2.1681,0.53023,0.80649,5.0899,0.53265,0.74791,7.8817,0.59069,0.78766,10.486,0.34764,0.69561,13.366,0.76119,0.75,16.012,0.54111,0.76046,18.759,0.56167,0.83368,21.246,0.60762,0.74163,23.884,0.59915,0.69142,26.714,0.57618,0.79812,29.346,0.68017,0.80439,32.002,0.59794,0.75628,34.593,0.6185,0.81067,37.169
0.48912,0.87971,2.178,0.53507,0.78347,5.101,0.53265,0.72699,7.8915,0.59674,0.76883,10.494,0.34401,0.6705,13.376,0.75877,0.7228,16.022,0.54111,0.73954,18.769,0.56771,0.81485,21.257,0.61125,0.72071,23.894,0.58948,0.66423,26.719,0.58343,0.77929,29.356,0.68259,0.78556,32.009,0.60278,0.73745,34.602,0.62817,0.78556,37.179
0.49516,0.86925,2.1887,0.5399,0.76046,5.1114,0.53265,0.70397,7.9016,0.60399,0.73117,10.519,0.3416,0.64331,13.386,0.75514,0.68933,16.035,0.54111,0.71862,18.779,0.57255,0.79812,21.268,0.61366,0.6977,23.905,0.58102,0.63703,26.731,0.58948,0.75837,29.366,0.68259,0.76255,32.021,0.60641,0.71653,34.612,0.63543,0.76255,37.189
0.50121,0.85879,2.1993,0.54111,0.73954,5.1171,0.53144,0.68096,7.9119,0.60641,0.71234,10.526,0.33797,0.6182,13.397,0.7503,0.65795,16.046,0.5399,0.69561,18.789,0.57739,0.7751,21.278,0.61487,0.67469,23.917,0.57255,0.61611,26.741,0.59069,0.73954,29.376,0.68259,0.74163,32.032,0.60762,0.69561,34.624,0.63906,0.74163,37.2
0.50605,0.84414,2.2091,0.54232,0.71862,5.1282,0.52539,0.65377,7.9218,0.60641,0.69351,10.532,0.33313,0.5931,13.407,0.74426,0.63075,16.056,0.53628,0.67259,18.799,0.57981,0.75209,21.288,0.61366,0.65377,23.922,0.55925,0.59519,26.752,0.5919,0.72071,29.386,0.68138,0.72071,32.043,0.60883,0.67469,34.629,0.64268,0.71862,37.205
0.50846,0.8295,2.2201,0.54232,0.6977,5.1395,0.51814,0.62866,7.9318,0.6052,0.6705,10.548,0.32709,0.57008,13.416,0.73216,0.60356,16.066,0.53265,0.64958,18.81,0.58102,0.73326,21.299,0.61245,0.63075,23.933,0.54716,0.57845,26.762,0.59069,0.70188,29.396,0.67654,0.6977,32.054,0.60762,0.65377,34.641,0.64389,0.6977,37.217
0.5133,0.81276,2.2301,0.54111,0.67678,5.1507,0.51088,0.60774,7.9416,0.60278,0.64749,10.553,0.31499,0.54916,13.427,0.72128,0.57845,16.078,0.52297,0.62448,18.82,0.58102,0.71025,21.309,0.60883,0.60774,23.943,0.53628,0.5659,26.773,0.58706,0.67678,29.407,0.66808,0.67259,32.06,0.6052,0.63075,34.651,0.64268,0.67469,37.228
0.51693,0.79393,2.2409,0.53869,0.65586,5.1608,0.50242,0.58682,7.9518,0.60036,0.62448,10.565,0.30653,0.53033,13.438,0.71282,0.56172,16.089,0.51451,0.60356,18.83,0.5786,0.68933,21.32,0.60278,0.58473,23.953,0.51935,0.55544,26.784,0.58343,0.65377,29.416,0.6584,0.65167,32.072,0.60157,0.60565,34.661,0.64148,0.65167,37.238
0.51814,0.77929,2.2459,0.53507,0.63285,5.1664,0.49395,0.56799,7.9621,0.5919,0.59937,10.576,0.29686,0.5136,13.448,0.6971,0.54289,16.1,0.50484,0.58264,18.84,0.57618,0.66423,21.33,0.5919,0.56381,23.964,0.50726,0.54498,26.789,0.57739,0.62866,29.426,0.64752,0.63075,32.083,0.59069,0.57636,34.671,0.63785,0.62448,37.249
0.51572,0.76046,2.2581,0.53144,0.61192,5.1778,0.48428,0.55335,7.9718,0.58464,0.57636,10.591,0.28356,0.49686,13.459,0.68622,0.52824,16.105,0.49758,0.56381,18.851,0.57134,0.63703,21.335,0.58343,0.54707,23.974,0.49274,0.5387,26.802,0.57013,0.60774,29.436,0.63543,0.61402,32.09,0.58343,0.55544,34.681,0.62696,0.59519,37.259
0.51451,0.74372,2.2683,0.52056,0.58891,5.1881,0.47461,0.5387,7.9819,0.57618,0.55544,10.598,0.25816,0.47385,13.481,0.6717,0.51151,16.117,0.48549,0.54707,18.862,0.56409,0.61402,21.346,0.57497,0.53243,23.984,0.47944,0.53452,26.812,0.55683,0.58264,29.447,0.61971,0.59728,32.102,0.57497,0.53661,34.691,0.6185,0.57218,37.27
0.51209,0.7249,2.278,0.51209,0.56799,5.1985,0.45889,0.52197,7.9916,0.57013,0.53661,10.604,0.24365,0.46339,13.487,0.6584,0.50105,16.129,0.47219,0.53033,18.872,0.55441,0.58891,21.356,0.56167,0.51778,23.995,0.46252,0.53243,26.823,0.54716,0.56172,29.458,0.6052,0.58264,32.114,0.56409,0.51569,34.702,0.61004,0.54916,37.275
0.50846,0.70607,2.2885,0.50484,0.55335,5.2083,0.4468,0.50941,8.0021,0.55804,0.51778,10.611,0.23156,0.45711,13.501,0.64752,0.49268,16.141,0.45405,0.51151,18.876,0.54474,0.56799,21.366,0.55079,0.50732,24.004,0.45163,0.53033,26.834,0.53748,0.54498,29.468,0.58948,0.57008,32.119,0.5532,0.50105,34.712,0.59432,0.52615,37.287
0.50363,0.68933,2.299,0.49395,0.5387,5.2185,0.43591,0.50105,8.0125,0.54837,0.50105,10.623,0.20738,0.44665,13.517,0.6318,0.48431,16.146,0.43954,0.50105,18.888,0.53628,0.54916,21.376,0.54232,0.49895,24.013,0.44196,0.53033,26.838,0.52177,0.52406,29.478,0.57618,0.55962,32.132,0.54232,0.4864,34.723,0.58222,0.50732,37.298
0.49879,0.67259,2.3092,0.48428,0.52615,5.2282,0.42382,0.49059,8.0223,0.53869,0.4864,10.633,0.1977,0.44247,13.529,0.61971,0.47803,16.158,0.42624,0.49059,18.899,0.52056,0.53033,21.387,0.52781,0.49059,24.022,0.43591,0.53033,26.851,0.51088,0.50732,29.488,0.56046,0.55126,32.143,0.5266,0.47176,34.733,0.56892,0.49268,37.308
0.49154,0.65795,2.3201,0.47219,0.5136,5.2388,0.41536,0.48431,8.0328,0.52418,0.46967,10.644,0.18924,0.44247,13.54,0.61004,0.47385,16.169,0.41657,0.48431,18.91,0.50846,0.51151,21.396,0.51814,0.48222,24.032,0.42987,0.53033,26.862,0.50121,0.49268,29.499,0.54595,0.54289,32.149,0.5133,0.4613,34.739,0.5532,0.47803,37.319
0.48307,0.64121,2.3246,0.45526,0.50105,5.2489,0.4081,0.47803,8.0431,0.5133,0.45711,10.654,0.18077,0.44247,13.545,0.59553,0.46967,16.18,0.4081,0.48013,18.921,0.49395,0.49895,21.407,0.50967,0.47803,24.048,0.42624,0.53033,26.872,0.48791,0.48222,29.511,0.52902,0.5387,32.161,0.49879,0.45084,34.75,0.54111,0.46548,37.329
