0.37183,0.86088,2.0938,0.3682,0.78975,6.9852,0.46614,0.86925,9.4175,0.47098,0.8295,11.86,0.44317,0.80021,14.12,0.4214,0.78138,16.302,0.52902,0.88808,21.023,0.47219,0.94665,24.133,0.44921,0.86925,26.371,0.46252,0.87343,28.504,0.45163,0.86297,30.733,0.49879,0.85251,33.192,0.43833,0.78138,35.274
0.4347,0.89435,2.1114,0.38029,0.80649,7.0019,0.47582,0.87134,9.4248,0.49033,0.84623,11.875,0.45768,0.81276,14.129,0.43349,0.79393,16.32,0.55683,0.89854,21.039,0.49274,0.93619,24.148,0.46735,0.87552,26.384,0.46856,0.87343,28.513,0.46856,0.87343,30.749,0.51572,0.82322,33.209,0.44921,0.79393,35.283
0.44921,0.89435,2.1244,0.39843,0.83577,7.014,0.48307,0.87134,9.4382,0.49758,0.84833,11.888,0.46977,0.82741,14.14,0.45042,0.80649,16.327,0.5786,0.90063,21.058,0.50967,0.91527,24.163,0.48307,0.87762,26.39,0.47703,0.87134,28.524,0.47703,0.87552,30.763,0.52781,0.79393,33.227,0.45889,0.8023,35.291
0.46493,0.88598,2.1308,0.4081,0.84623,7.0214,0.48912,0.87134,9.4499,0.50605,0.85042,11.897,0.48307,0.83577,14.15,0.46493,0.81276,16.333,0.58827,0.90272,21.076,0.52056,0.89644,24.171,0.49516,0.87552,26.402,0.48549,0.86506,28.533,0.48307,0.87552,30.77,0.53144,0.7751,33.235,0.46856,0.81067,35.302
0.47944,0.87762,2.1375,0.42019,0.85879,7.0284,0.49516,0.86925,9.4559,0.51693,0.85042,11.903,0.49274,0.83996,14.165,0.47823,0.81904,16.344,0.60157,0.89854,21.089,0.5266,0.87971,24.182,0.51451,0.87134,26.412,0.49516,0.8546,28.542,0.48912,0.87343,30.777,0.53386,0.75837,33.247,0.47461,0.81485,35.312
0.49154,0.86506,2.149,0.43229,0.86715,7.0392,0.50363,0.86715,9.4691,0.5266,0.85042,11.914,0.50484,0.84414,14.172,0.48912,0.82113,16.353,0.60641,0.89435,21.096,0.53023,0.86506,24.192,0.52902,0.86506,26.421,0.50242,0.83996,28.552,0.49516,0.86925,30.788,0.53386,0.73745,33.256,0.48428,0.82113,35.321
0.5,0.85251,2.1591,0.44921,0.87552,7.0487,0.5133,0.86506,9.4748,0.53869,0.84833,11.923,0.51693,0.84623,14.182,0.49758,0.82322,16.364,0.61366,0.88598,21.108,0.53265,0.84833,24.202,0.54353,0.85669,26.431,0.51209,0.82113,28.566,0.50363,0.86088,30.798,0.53386,0.71862,33.266,0.49274,0.82531,35.331
0.51209,0.8295,2.1695,0.46372,0.8818,7.0582,0.52177,0.85879,9.4871,0.55079,0.84414,11.933,0.5266,0.84623,14.193,0.51088,0.82322,16.375,0.6185,0.87343,21.118,0.53386,0.8295,24.213,0.55804,0.84833,26.44,0.52177,0.80021,28.572,0.51088,0.84833,30.808,0.53144,0.6977,33.276,0.49879,0.82531,35.341
0.52297,0.80649,2.1799,0.47823,0.88598,7.0681,0.52781,0.85251,9.4964,0.56046,0.83577,11.945,0.53869,0.84205,14.202,0.52177,0.82113,16.38,0.62213,0.85251,21.129,0.53507,0.81276,24.223,0.56771,0.83368,26.45,0.52781,0.7751,28.582,0.51935,0.83368,30.818,0.52177,0.6705,33.286,0.50605,0.82531,35.35
0.52902,0.78138,2.1897,0.48912,0.89017,7.0783,0.53386,0.84205,9.5067,0.56892,0.82531,11.954,0.55079,0.83368,14.213,0.53144,0.81695,16.392,0.62455,0.8295,21.138,0.53386,0.79184,24.234,0.5786,0.81695,26.46,0.53023,0.75209,28.596,0.52418,0.81276,30.828,0.51451,0.64958,33.296,0.51572,0.82322,35.361
